phecode_category,endpoint,phecode_string,ukb_n,ukb_n_1,ukb_n_2,ukb_n_3,ukb_n_4,ukb_n_5,ukb_n_6,ukb_n_7,ukb_n_8,ukb_n_9,ukb_n_10,ukb_ratio,epic_n,epic_n_1,epic_n_2,epic_n_3,epic_n_4,epic_n_5,epic_n_6,epic_n_7,epic_n_8,epic_n_9,epic_n_10,epic_ratio
Neuro,phecode_329,Symptoms and signs involving cognitive functions and awareness,3963,155,187,231,285,313,394,456,567,626,749,4.833061699650757,335,3,9,15,16,24,22,38,53,74,79,26.36975564776395
Neuro,phecode_329-1,Memory loss,1916,69,84,117,146,163,207,236,263,319,312,4.522483694757264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_329-4,Other specified cognitive deficit,365,28,44,36,42,42,31,39,29,33,41,1.4642857142857142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_329-41,Attention and concentration deficit,123,11,6,11,9,7,10,13,13,19,24,2.182174921220049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_329-42,Cognitive communication deficit,246,25,19,28,21,21,28,39,21,18,26,1.0401703242712088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_329-5,"Mild cognitive impairment, so stated",349,3,1,16,18,27,43,39,61,67,74,24.670694535162205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_329-6,Transient global amnesia,171,8,9,13,13,27,13,29,20,11,28,3.500571988887073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_329-9,Delirium,609,1,12,7,25,41,51,64,109,136,163,163.02662093744897,175,1,3,10,4,8,14,15,35,42,43,43.059392265193374
Neuro,phecode_330,"Epilepsy, recurrent seizures, convulsions",648,33,39,45,68,71,62,79,73,84,94,2.8489574691665283,140,2,8,10,7,5,9,15,19,14,13,6.509040333796941
Neuro,phecode_330-1,Epilepsy,417,25,26,33,33,49,46,52,41,51,61,2.440403172504957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_330-11,Generalized epilepsy,137,9,14,12,10,10,14,8,16,24,20,2.22258628221931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_330-12,Partial epilepsy,112,5,8,2,13,13,14,11,9,16,21,4.200687060363161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_330-3,Convulsions,475,37,31,30,39,43,49,53,58,60,75,2.0273604744734866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_331,Headache,5529,424,448,485,502,542,529,578,621,653,747,1.7621324359357136,147,12,10,8,9,19,10,16,12,23,20,1.6689847009735745
Neuro,phecode_331-1,Tension headache,720,63,52,79,60,72,81,73,73,61,106,1.6828186644137564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_331-3,"Headache syndromes, non migraine",141,17,13,7,11,18,9,12,18,18,18,1.0589964832715184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_331-6,Migraine,1590,99,86,114,136,129,149,151,197,234,295,2.9803162956754883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_331-61,Migraine with aura,362,27,25,31,34,41,37,42,41,48,36,1.333552163685103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_331-8,Headache NOS,4880,365,394,423,430,475,476,496,535,540,746,2.044207087833565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_333,Sleep disorders,4822,399,444,444,466,456,464,475,512,543,619,1.5516522509945885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_333-1,Sleep apnea,1226,70,78,84,109,116,123,135,138,159,214,3.057647252928559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_333-11,Obstructive sleep apnea,663,46,35,51,73,69,66,61,67,94,101,2.1960121168923736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_333-2,Insomnia,2197,167,164,182,191,201,205,229,254,282,322,1.9284718513959147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_333-4,Circadian rhythm sleep disorder,117,17,8,14,8,12,9,8,13,8,20,1.1766631681318787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_334,Disorders of other cranial nerves,794,71,60,80,67,80,88,90,109,74,75,1.0565128028262225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_334-1,Trigeminal nerve disorders [CN5],368,33,36,33,28,44,31,46,50,34,33,1.0001642036124794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_334-11,Trigeminal neuralgia,298,26,30,26,24,27,37,31,40,30,27,1.0386316943747715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_334-2,Facial nerve disorders and weakness,324,21,25,26,36,33,36,39,38,27,43,2.0479556056479136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_334-21,Bell's palsy,267,19,22,26,19,36,27,39,25,22,32,1.6844870797683866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_335,Nerve root and plexus disorders,1020,103,107,86,96,87,108,92,99,133,109,1.0584263674256207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_336,Mononeuropathies,3135,232,287,257,325,310,320,355,331,340,378,1.6295905357725264,141,12,6,9,12,16,10,13,13,17,17,1.418664786083686
Neuro,phecode_336-1,Carpal tunnel syndrome,2040,118,176,208,193,190,212,196,229,265,253,2.144431876725063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_336-2,"Lesion of median, ulnar, radial nerve",416,39,34,39,40,35,40,41,53,47,48,1.230971029298624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_336-5,Mononeuritis of lower limb,939,71,86,89,83,90,93,101,97,113,116,1.63407188851157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_336-52,Meralgia paresthetica,250,35,18,22,17,28,23,31,18,30,28,0.8001309328968903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_336-55,Lesion of plantar nerve,573,24,37,41,50,57,60,64,67,83,90,3.7506154603643522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_337,Polyneuropathies,1046,47,67,66,71,93,113,100,148,154,187,3.979377261840242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_337-8,Polyneuropathy in diseases classified elsewhere,169,0,3,7,5,9,11,9,15,31,79,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_341,Cerebral palsy and other paralytic syndromes,482,17,16,25,34,42,39,53,54,95,107,6.29514879346234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_341-2,Hemiplegia and hemiparesis,402,12,12,25,26,22,40,35,59,76,95,7.917962781052171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_342,Plegia and unspecified paralysis,277,14,23,21,24,29,31,29,29,32,45,3.214812042386956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_342-4,Monoplegia,204,9,16,15,18,22,26,19,24,23,32,3.5561370988260097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_343,Disorders of autonomic nervous system,212,14,15,16,19,18,17,21,27,26,39,2.786169989016382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_344,Disorders of the circulation of the cerebrospinal fluid,148,7,10,9,9,11,19,14,29,15,25,3.5720122335582376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_344-1,Hydrocephalus,110,2,4,3,9,9,12,13,17,25,16,8.001306762495917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_346,Brain damage and brain death,165,9,9,11,19,23,17,11,20,19,27,3.0004901960784314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_347,Other disorders of the brain and CNS,276,16,11,15,16,30,25,44,37,41,41,2.562918777578036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_348,Other diseases of spinal cord,540,49,36,44,37,50,54,47,84,56,83,1.6941556918333838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_348-2,Myelopathies,407,33,24,37,27,40,43,43,52,49,59,1.7881720269779973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_349,Disorder of nervous system,635,29,37,41,50,53,91,65,77,83,109,3.7592413337584842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_349-1,Abnormal findings on diagnostic test of central nervous system,353,17,20,15,25,29,54,46,41,40,66,3.8829896012193004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_349-13,Abnormal findings on diagnostic imaging of skull and head,280,9,15,15,17,26,41,49,26,36,46,5.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_349-2,Abnormal results of function studies of peripheral nervous system,205,10,18,20,14,14,24,23,19,37,26,2.6004257409530047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_350,Other symptoms involving nervous system,3682,185,213,229,266,332,374,433,442,541,667,3.6060161805037296,360,4,11,12,19,14,23,38,76,62,101,25.284875690607738
Neuro,phecode_350-5,Repeated falls*,1926,31,47,62,104,140,176,239,272,376,479,15.454143465443828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_351,Disturbances of skin sensation,4697,330,358,364,442,455,476,493,508,574,697,2.1124892416058123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_351-1,Anesthesia of skin*,1091,74,72,104,109,115,124,122,99,125,147,1.9868160296992412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_351-2,Hypoesthesia of skin*,430,6,10,16,22,22,48,46,61,70,129,21.503522857611014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_351-3,Paresthesia of skin*,2260,181,187,210,196,205,222,247,250,252,310,1.7129967355211724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_352,Disturbances of sensation of smell and taste,521,32,55,45,52,52,62,60,46,40,77,2.406644790812141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_352-1,Anosmia*,227,18,21,19,20,27,27,19,16,19,41,2.2781505728314237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_352-3,Parageusia*,169,15,15,21,19,21,13,22,12,16,15,1.0001635055591889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_353,Symptoms and signs involving general sensations and perceptions,1036,78,78,129,130,118,107,92,100,105,99,1.2694394556446513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_353-1,Hallucinations,230,8,9,11,20,17,24,35,24,40,42,5.25085798333061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_354,Dizziness and giddiness,6330,416,508,550,574,648,663,707,697,725,842,2.024400673145752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_355,Coma and other alteration of consciousness,670,42,45,40,44,48,70,79,93,85,124,2.9528651079979382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_355-1,Coma,211,22,21,14,16,15,20,17,24,27,35,1.5911693410466519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_355-2,Alteration of consciousness,470,26,18,30,30,31,46,64,66,64,95,3.6544441646732975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_356,Speech disturbance,568,18,23,32,39,60,61,81,75,88,91,5.05638379204893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_356-1,Dysarthria,107,3,1,1,8,12,8,19,11,17,27,9.001469867711906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuro,phecode_356-2,Aphasia and dysphasia,235,3,9,11,14,19,22,44,31,37,45,15.002451781627984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360,Inflammation of eyelids,3710,308,343,325,316,347,365,399,420,420,467,1.5164954565627675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360-1,Hordeolum,1408,110,123,122,144,135,150,164,158,158,144,1.309308691641082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360-11,Hordeolum externum,1408,113,120,127,136,150,149,160,150,160,143,1.265697254149104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360-12,Hordeolum internum,239,16,24,22,18,27,22,19,34,29,28,1.7502866972477065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360-2,Chalazion,952,98,98,87,81,103,84,97,105,95,104,1.0612244897959184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360-4,Blepharitis,1991,140,129,135,174,179,223,227,241,259,284,2.028910768054294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360-5,Noninfectious dermatoses of eyelid,149,3,7,13,8,13,23,19,28,16,19,6.334369546247818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_360-51,Eczematous dermatitis of eyelid,139,2,7,11,12,13,12,24,25,16,17,8.501390479306396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_361,Disorders of eyelid function,710,27,36,36,45,71,49,92,87,130,137,5.074907802972213,127,5,6,8,5,13,14,13,20,13,16,3.2044755244755248
Eye,phecode_361-1,Entropion and trichiasis of eyelid,158,3,4,9,4,13,19,24,21,30,31,10.3350220624285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_361-3,Ptosis of eyelid,387,21,20,21,25,25,31,37,51,75,81,3.857774968394437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_361-4,Blepharochalasis,124,3,6,6,2,12,18,14,25,22,16,5.3342049354469685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_361-9,Ectropion of eyelid,125,6,7,6,2,10,10,13,16,25,30,5.000817126981533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_362,Other disorders of the eyelids,861,64,76,83,83,87,105,91,88,98,86,1.343972475165563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_362-5,Cysts of eyelid,180,16,19,22,19,19,16,14,18,16,21,1.3127151639344263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_363,Disorders of lacrimal system,3265,132,197,239,312,368,409,406,405,401,396,3.0005044560282497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_363-2,Dry eye syndrome [Tear film insufficiency],2704,97,160,178,241,264,349,322,377,359,357,3.6810259777314087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_363-5,Epiphora,551,22,32,56,52,55,68,55,72,61,78,3.546037296037296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_363-7,Stenosis and insufficiency of lacrimal passages,193,10,9,19,17,17,18,19,25,28,31,3.1005073649754498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_366,Noninflammatory disorders of conjunctiva,447,30,35,46,43,44,46,43,49,46,65,2.167023672213984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_366-1,Pterygium of eye,113,8,10,13,5,13,10,12,5,7,30,3.7506136475208636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_366-4,Vascular abnormalities of conjunctiva,219,12,19,18,30,26,28,25,25,20,16,1.3335520201191842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_366-42,Conjunctival hyperemia,132,11,14,11,13,19,13,12,12,16,11,1.0001638269986894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367,Inflammation of the eye,4039,276,334,334,349,401,399,459,457,485,545,1.974998279713321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-1,Conjunctivitis,3398,220,273,307,317,316,383,394,389,398,401,1.8230538678307895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-12,Allergic [atopic] conjunctivitis,481,33,32,50,47,44,50,54,49,70,52,1.5760179454825856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-13,Blepharoconjunctivitis,220,6,13,15,23,17,23,27,26,30,40,6.667757595592648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-2,Keratitis,309,25,32,32,28,33,24,24,29,43,39,1.560256325994085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-21,Corneal ulcer,101,14,10,9,14,10,11,9,10,9,5,0.35720129976389187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-5,Uveitis,363,22,25,27,22,35,36,31,36,45,84,3.818810118629108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-52,Iridocyclitis,363,24,25,25,22,37,37,31,37,42,83,3.4589023253263136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_367-6,Episcleritis,168,19,8,12,13,11,22,16,22,18,27,1.421285591026747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_369,Noninflammatory disorders of the cornea,647,18,22,33,38,53,40,81,102,117,143,7.9457474532101395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_369-1,Corneal scars and opacities,103,6,1,4,5,3,13,14,8,20,29,4.834122964657191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_369-4,Corneal degenerations,290,5,5,16,25,21,28,38,50,57,45,9.000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_369-5,Hereditary corneal dystrophies,173,3,3,5,9,11,17,13,20,27,65,21.670207550253313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_370,Disorders of iris and ciliary body,227,5,7,9,14,10,21,19,35,36,71,14.20232026143791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_371,Cataract,6798,39,77,157,286,439,583,762,1045,1339,2071,53.11144413000601,1209,10,32,47,46,83,104,130,172,220,273,27.341238670694864
Eye,phecode_371-3,Nuclear cataract,2023,5,13,31,60,105,141,238,321,462,647,129.42116454039908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_371-31,Age-related nuclear cataract,2023,5,12,33,60,107,137,234,329,457,649,129.82122996401702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_373,Noninflammatory disorders of choroid,189,6,6,5,9,7,10,9,19,27,91,15.169146500981032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374,Disorders of the retina,4472,93,166,253,296,373,414,512,585,702,1078,11.593362160231633,339,7,12,12,21,17,31,27,23,45,109,15.571428571428571
Eye,phecode_374-1,Retinal detachments and breaks,672,21,35,50,48,44,60,84,65,105,160,7.620301164230088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-11,Serous retinal detachment,324,6,20,19,21,20,33,34,37,50,84,14.002296964725184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-3,Retinal vascular changes and occlusions,736,17,22,43,46,67,88,74,96,117,166,9.766310863595931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-38,Retinal vein occlusions,314,5,10,19,21,22,37,42,41,47,70,14.00229057591623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-39,Transient retinal arterial occlusion [Amaurosis fugax],131,4,6,9,7,14,20,11,17,20,23,5.750939696028763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-4,Retinal disorders in diseases classified elsewhere,1839,37,58,81,116,161,164,201,241,294,486,13.137311628115274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-42,Diabetic retinopathy,1760,32,66,76,123,147,157,181,243,290,445,13.90625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-5,Macular degeneration,1816,16,33,46,84,119,155,170,245,299,649,40.56915941553112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-51,Age-related macular degeneration,704,5,10,11,22,44,40,69,91,88,324,64.81061077452104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-511,Nonexuadative (dry) age-related macular degeneration,246,2,6,5,4,15,16,20,31,44,103,51.508415032679736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-512,Exuadative (wet) age-related macular degeneration,150,1,2,1,2,6,14,7,19,20,78,78.01273677335075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-52,"Macular cyst, hole, or pseudohole",251,5,12,8,26,31,35,26,27,38,43,8.60140499918314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-55,Puckering of macula,418,5,12,18,33,34,40,56,66,74,80,16.002613951968634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_374-8,Retinal edema,267,3,5,11,19,24,23,24,33,39,86,28.671351528027458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_375,Abnormal intraocular pressure,2465,81,114,157,207,180,243,263,332,370,518,6.396126329981277,565,13,17,18,32,34,36,57,84,96,108,8.31937682570594
Eye,phecode_375-1,Glaucoma,1664,37,74,78,99,117,183,173,230,286,387,10.461188867438867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_375-11,Open angle glaucoma,752,7,28,35,41,49,76,92,86,127,211,30.147794547794554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_375-113,Primary open angle glaucoma,327,6,9,17,16,43,27,29,46,51,83,13.835594790474634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_375-12,Angle-Closure Glaucoma,222,3,8,11,17,14,27,21,26,47,48,16.002613524991833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_375-14,Low-tension glaucoma (Normal-tension glaucoma),120,1,7,7,3,11,9,19,14,15,34,34.005553740607645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_375-6,Ocular hypertension,748,30,40,66,68,83,90,97,99,92,83,2.767121560890058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_376,Disorders of vitreous body,2501,47,104,169,224,236,301,314,314,371,421,8.958940961439497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_376-1,Vitreous degeneration,1855,26,79,136,163,185,199,197,257,266,347,13.34836091641119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_376-2,Vitreous opacities,2488,46,106,164,223,247,292,318,316,354,422,9.175442283858905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_376-21,Crystalline deposits in vitreous body,646,18,42,43,58,60,70,72,80,93,110,6.112118381773895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_377,Hemorrhage of the eye,1621,88,101,112,145,183,196,198,168,216,214,2.432222743152705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_377-2,Conjunctival hemorrhage,1321,76,98,100,133,156,154,152,159,149,144,1.8950508001569792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_377-4,Retinal hemorrhage,171,4,9,9,7,11,24,27,19,23,38,9.501553556827472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_377-5,Vitreous hemorrhage,144,6,3,8,6,16,14,11,14,18,48,8.00130825838103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_379,Infection of the eye,311,27,20,27,21,32,33,42,24,46,39,1.4446812386156649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_379-2,"Eye infection, viral",284,23,20,28,21,27,30,43,24,31,37,1.6089592431377298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_379-21,"Infection of the eye, herpes",155,9,6,9,14,21,12,18,25,15,26,2.8893615474112857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_380,Disorders of optic nerve and visual pathways,305,18,14,22,21,18,33,23,38,47,71,3.9450914989792945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_380-2,Disorders of optic disc,205,12,14,11,17,14,16,25,22,24,50,4.1673484972454045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_381,Strabismus,302,10,20,13,15,37,35,40,40,53,39,3.900641869651086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_381-1,Paralytic strabismus [Neurogenic strabismus],132,4,6,6,10,15,10,20,20,23,18,4.500735294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_383,Irregular eye movements,108,6,9,4,10,15,10,11,8,19,16,2.6671025389560863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_384,Anomalies of pupillary function,102,6,7,9,5,9,7,10,13,16,20,3.333878084654355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_385,Abnormal results of function studies of eye,186,7,6,14,10,15,22,28,17,22,45,6.429621162638798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye,phecode_386,Visual disturbances,2201,103,139,179,178,190,214,237,270,294,397,3.8550146631381876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
