endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n,phecode_category
phecode_280-1,120,135,202,172,189,243,239,282,317,367,0.0200836820083682,0.022594142259414227,0.03380753138075314,0.02878661087866109,0.031631799163179916,0.04066945606694561,0.04000669568128557,0.04720455306327419,0.05306327418814864,0.061432875795112155,3.0588452739649594,Alcohol use disorders,2266,Mental
phecode_440-13,81,98,134,133,164,191,188,201,197,248,0.01354062186559679,0.016385219862899182,0.02240428022069888,0.022237084099648887,0.02742016385219863,0.0319344591205484,0.03143287075739843,0.03360642033104832,0.032937635846848355,0.041464638020397925,3.0622403041730912,Phlebitis and thrombophlebitis,1635,Cardio
phecode_172,15,16,17,23,28,31,39,25,27,46,0.002463863337713535,0.0026285526531953343,0.002792837194020043,0.003778544438968293,0.004599967143091835,0.00509282076556596,0.006407097092163627,0.0041071135206177094,0.004435682602267127,0.007557088877936586,3.0671704725918625,Other disorders of white blood cells,267,Blood
phecode_144-2,103,98,96,104,126,161,149,207,215,316,0.034367701034367704,0.032699366032699365,0.03204272363150868,0.03471295060080107,0.04205607476635514,0.053738317757009345,0.04973297730307076,0.06909212283044058,0.07176234979973298,0.1054739652870494,3.068985184129,Benign neoplasms of the uterus,1575,Neoplasms
phecode_602-4,39,65,95,122,105,150,127,157,136,120,0.014109985528219971,0.023516642547033284,0.034370477568740954,0.04413892908827786,0.038002171552660155,0.05428881650380022,0.04596453130655085,0.05682229460731089,0.049221860296778865,0.04343105320304017,3.078036693671873,Elevated prostate specific antigen [PSA],1116,Genitourinary
phecode_148-1,11,14,18,18,24,14,32,23,28,34,0.0017976793593724465,0.0022879555482922045,0.002941657133518549,0.002941657133518549,0.003922209511358065,0.0022879555482922045,0.0052296126818107535,0.003758784115051479,0.004576659038901602,0.005557371690094802,3.091414306517281,Benign neoplasm of eye,216,Neoplasms
phecode_724-3,11,20,22,15,21,25,26,25,31,34,0.0018012117242508596,0.0032749304077288356,0.0036030134294136916,0.002456600065509335,0.003439240091713069,0.004094333442515558,0.004258106780216181,0.004094333442515558,0.005076973468719293,0.0055682934818211596,3.0914152994074384,Nontraumatic hematoma of soft tissue,230,Musc/Skel
phecode_104,10,16,19,18,31,27,24,29,19,31,0.0016358580075249468,0.002617372812039915,0.003108130214297399,0.0029450261780104713,0.005071989528795812,0.004417539267015707,0.003926701570680628,0.004744764397905759,0.003108638743455497,0.005071989528795812,3.10050719895288,Malignant sarcoma-related cancers,224,Neoplasms
phecode_363-7,10,9,19,17,17,18,19,25,28,31,0.0016363933889707086,0.0014727540500736377,0.003109147439044346,0.0027818687612502046,0.0027818687612502046,0.0029455081001472753,0.003109147439044346,0.004090983472426772,0.004581901489117984,0.005073649754500818,3.1005073649754498,Stenosis and insufficiency of lacrimal passages,193,Eye
phecode_513-1,20,18,30,31,42,42,54,54,65,62,0.003291097581043278,0.00296198782293895,0.004936646371564917,0.0051012012506170806,0.006911304920190884,0.006911304920190884,0.00888596346881685,0.00888596346881685,0.010697827518104016,0.01020408163265306,3.1005102040816324,Esophageal ulcer,418,GI
phecode_410-2,18,17,21,36,30,43,53,54,48,56,0.002955665024630542,0.0027914614121510675,0.0034488421744128758,0.005912300870422073,0.004926917392018394,0.007061914928559698,0.008704220725899162,0.008868451305633109,0.00788306782722943,0.009196912465101003,3.111622050692506,Endocarditis,376,Cardio
phecode_706,27,33,49,57,49,53,64,67,60,84,0.004437140509449466,0.005424063116370809,0.008053911900065746,0.009368836291913214,0.008053911900065746,0.008711374095989481,0.01051939513477975,0.01101249178172255,0.009861932938856016,0.013806706114398421,3.111622470596829,Other inflammatory spondylopathies,543,Musc/Skel
phecode_324,119,161,202,214,219,262,310,325,340,371,0.020087778528021606,0.027177582714382174,0.03409858203916273,0.03612424037812289,0.036974506162417695,0.04423434070572345,0.05233834205639034,0.05487084247847375,0.05740334290055715,0.06263717710619618,3.1181734216563544,Extrapyramidal and movement disorders,2523,Neuro
phecode_662,76,125,118,153,146,173,157,162,183,237,0.012796767132513891,0.021047314362687322,0.01986866475837683,0.025761912779929282,0.02458326317561879,0.02912948307795925,0.02643987874705288,0.027281913102054564,0.030818457393061636,0.03991242842707982,3.118946216163514,Rosacea,1530,Derm
phecode_581-31,33,34,57,50,66,67,78,84,84,103,0.005406290956749673,0.005570117955439056,0.009338138925294889,0.0081913499344692,0.010812581913499346,0.010976408912188729,0.012778505897771953,0.013763722759298706,0.013763722759298706,0.016876945764378176,3.121723543811042,Hydronephrosis,656,Genitourinary
phecode_417-3,73,81,97,123,132,145,176,203,195,228,0.011986863711001642,0.013300492610837438,0.01592775041050903,0.02019704433497537,0.021678436524880933,0.023813434061422237,0.028904582033174576,0.03333880768599113,0.03202496304811956,0.037444572179339795,3.1238006105777996,Bradycardia*,1453,Cardio
phecode_491,23,28,36,36,41,59,59,54,74,72,0.0037816507727721146,0.0046037487668530086,0.00591910555738244,0.00591910555738244,0.0067412035514633345,0.009700756330154554,0.009700756330154554,0.00887865833607366,0.012169051142904128,0.011840157868771583,3.1309495720812506,Pleurisy,482,Resp
phecode_841-1,213,284,349,341,363,410,448,489,541,667,0.03582240161453078,0.047763202152707705,0.058694920955264046,0.05734947864110326,0.06104944500504541,0.06896551724137931,0.0753574432296047,0.08225399495374264,0.09100084104289319,0.11219512195121951,3.1319821367227756,Allergy to other anti-infective agents,4105,Signs/Symptoms
phecode_414-2,7,6,6,13,12,14,16,18,18,22,0.0011437908496732027,9.80392156862745e-4,9.80392156862745e-4,0.0021241830065359475,0.00196078431372549,0.0022875816993464053,0.00261437908496732,0.002941657133518549,0.002941657133518549,0.003595358718744893,3.143370765531249,Dilated cardiomyopathy*,132,Cardio
phecode_136-4,244,369,395,411,439,527,566,593,692,768,0.0410221923335575,0.06203765971755212,0.066408876933423,0.06911047587018665,0.073818732133849,0.0886161089625021,0.0951740373297461,0.09971414158399193,0.11636119051622668,0.12914074323188163,3.1480702489476715,"Benign neoplasm of colon, rectum, anus and anal canal",5004,Neoplasms
phecode_209-1,6,4,8,6,7,10,8,10,24,19,9.807126511932004e-4,6.538084341288003e-4,0.0013076168682576005,9.807126511932004e-4,0.0011443518064410659,0.0016347882949158084,0.0013078306359326467,0.0016347882949158084,0.00392349190779794,0.003106097760340036,3.1671843496267233,Pituitary hyperfunction,102,Endo
phecode_841-4,58,87,104,102,130,149,164,186,203,184,0.00950352285761101,0.014255284286416517,0.017040799606750777,0.016713091922005572,0.021300999508438473,0.024414222513517943,0.026872030149106996,0.030476814681304278,0.033262330001638536,0.03014910699655907,3.1724137931034484,Allergy to analgesic agent,1367,Signs/Symptoms
phecode_282-1,130,184,167,194,222,235,237,322,309,415,0.025480203841630734,0.03606428851430812,0.032732261858094865,0.038024304194433554,0.04351234809878479,0.04606036848294787,0.04645237161897295,0.0631125049000392,0.06056448451587613,0.08135659674573613,3.1929335122826594,Current tobacco use and nicotine dependence,2415,Mental
phecode_200,138,191,246,281,305,330,369,393,427,442,0.024046001045478306,0.033281059418017074,0.04286461055933089,0.04897176716626002,0.053154409201812476,0.05751132798884629,0.06430812129661903,0.0684907633321715,0.07441617288253748,0.07703032415475776,3.2034567414793824,Disorders of thyroid gland,3122,Endo
phecode_284,38,50,50,55,47,65,68,76,93,122,0.006254114549045424,0.008229098090849244,0.008229098090849244,0.009052007899934168,0.007735352205398289,0.010697827518104016,0.01119157340355497,0.012510288065843622,0.015308641975308642,0.02008230452674897,3.211054797487546,Suicide attempt,664,Mental
phecode_342,14,23,21,24,29,31,29,29,32,45,0.0022920759659463,0.003765553372626064,0.00343811394891945,0.003929273084479371,0.004747871643745907,0.005075311067452521,0.004748649091206812,0.004748649091206812,0.0052398886523661375,0.00736859341738988,3.214812042386956,Plegia and unspecified paralysis,277,Neuro
phecode_558,70,86,119,125,147,155,167,193,231,225,0.01160092807424594,0.014252568776930727,0.019721577726218097,0.020715942989724893,0.024361948955916472,0.02569202718382231,0.027681087352892424,0.031990717719211005,0.0382894082545997,0.037294878170064646,3.2148184982595724,Abnormal findings on diagnostic imaging of the digestive tract,1518,GI
phecode_708-1,185,241,272,328,373,421,447,468,539,595,0.031510815874638054,0.04104922500425822,0.04632941577244081,0.05586782490206098,0.06353261795264861,0.07170839720660875,0.07613694430250383,0.0797138477261114,0.0918071878725941,0.10134559700221428,3.2162162162162162,Primary osteoarthritis,3869,Musc/Skel
phecode_581-3,36,42,59,64,67,80,88,99,103,116,0.005903574942604133,0.006888633754305396,0.0096768902739052,0.010496965720846317,0.01098901098901099,0.013121207151057898,0.014433327866163687,0.016237493849434147,0.016893554206987044,0.01902575036903395,3.2227507152880284,Obstructive and reflux uropathy,754,Genitourinary
phecode_535,43,59,70,82,62,85,97,98,99,139,0.007046869878728286,0.009670545812161941,0.011473528929683658,0.013440419603343714,0.010162268480576955,0.013932142271758728,0.015899032945418785,0.016062940501557123,0.016226848057695458,0.02278315030322898,3.2330879802396097,Intestinal or peritoneal adhesions,834,GI
phecode_597,25,33,41,56,65,66,62,76,89,81,0.004108463434675432,0.00542317173377157,0.006737880032867708,0.009202958093672966,0.010682004930156122,0.010848126232741617,0.010190664036817882,0.012491781722550954,0.01462853385930309,0.013313609467455622,3.240532544378698,Other disorders of urethra and urinary tract,594,Genitourinary
phecode_554,29,26,35,49,45,61,69,88,82,94,0.00475254015077024,0.0042608980662078005,0.005736764464841829,0.008031470250778562,0.007375840026225209,0.009998360924438617,0.01130962137354532,0.014423864940173742,0.013440419603343714,0.01540731027700377,3.241910596906103,Diseases of the pancreas,578,GI
phecode_136-2,53,78,102,119,136,153,143,173,170,172,0.008697079094191007,0.01279947489333771,0.016737774860518542,0.0195274040039383,0.022317033147358056,0.025110782865583457,0.023469555227310028,0.028393238142130312,0.027900869850648286,0.02822911537830297,3.245815643686383,Benign neoplasm of stomach,1299,Neoplasms
phecode_247-7,159,220,227,249,235,291,332,360,396,516,0.02684450447408408,0.03714333952388992,0.038325173054195506,0.0420395070065845,0.039675839945973325,0.049130508188418034,0.056052676008779334,0.060780010130001685,0.06685801114300186,0.08713272543059777,3.245831023430381,Disorders of iron metabolism,2985,Metab
phecode_124-5,4,5,7,10,6,14,8,13,23,13,6.534879921581441e-4,8.168599901976801e-4,0.001143603986276752,0.0016337199803953602,9.80392156862745e-4,0.0022875816993464053,0.00130718954248366,0.0021241830065359475,0.003758169934640523,0.0021241830065359475,3.2505310457516337,Essential thrombocythemia,103,Neoplasms
phecode_239-12,8,14,14,8,15,21,26,26,28,26,0.0013099721630915344,0.002292451285410185,0.002292451285410185,0.0013099721630915344,0.0024561978057966267,0.0034386769281152777,0.004257409530047486,0.004257409530047486,0.004585653455617425,0.004258106780216181,3.250532263347527,Familial hypercholesterolemia*,186,Metab
phecode_247-5,39,38,43,66,60,56,82,105,121,127,0.006387160170324271,0.006223386832623649,0.007042253521126761,0.010809040288241074,0.00982640026203734,0.00917130691123485,0.013429413691451031,0.017196200458565347,0.019816573861775304,0.020799213887979038,3.2564102564102564,Disorders of calcium metabolism,737,Metab
phecode_002-1,27,27,35,39,47,40,45,62,76,88,0.004425504015735125,0.004425504015735125,0.005736764464841829,0.006392394689395181,0.007703655138501885,0.006556302245533519,0.007375840026225209,0.010162268480576955,0.012456974266513687,0.014423864940173742,3.2592592592592595,Staphylococcus aureus,486,ID
phecode_232,300,356,383,380,442,494,533,612,635,982,0.04965243296921549,0.05892088712346905,0.06338960609069845,0.06289308176100629,0.07315458457464416,0.08177454063896705,0.08823042542625394,0.10130773050819401,0.1051150471776196,0.16255586823373613,3.2738751862274458,Vitamin deficiencies,5117,Metab
phecode_244,18,29,37,31,54,46,48,51,58,59,0.0029484029484029483,0.00475020475020475,0.006060606060606061,0.005078636959370904,0.008846657929226736,0.007536041939711665,0.007863695937090432,0.008355176933158584,0.009501965923984272,0.009665792922673657,3.2783147662734824,Disorders of lipoprotein metabolism and other lipidemias,431,Metab
phecode_554-2,7,2,9,13,14,10,17,23,24,23,0.0011430437622468974,3.2658393207054214e-4,0.0014696276943174395,0.002122795558458524,0.0022860875244937948,0.0016329196603527107,0.0027759634225996083,0.0037557152188112345,0.003919007184846506,0.0037557152188112345,3.285714285714286,Cyst and pseudocyst of pancreas,142,GI
phecode_148-2,7,9,6,5,9,15,19,17,11,23,0.001143603986276752,0.0014703479823558242,9.80392156862745e-4,8.169934640522876e-4,0.0014705882352941176,0.0024509803921568627,0.0031045751633986926,0.002777777777777778,0.0017973856209150326,0.003758169934640523,3.2862511671335204,Benign neoplasm of meninges (Meningioma),121,Neoplasms
phecode_171,7,16,15,12,22,12,25,28,19,23,0.0011458503846783433,0.0026195153896529143,0.002455795677799607,0.0019646365422396855,0.003601833660772757,0.0019646365422396855,0.004092992796332679,0.0045841519318926,0.003110674525212836,0.003765553372626064,3.2862522219103756,Increased white blood cell count,179,Blood
phecode_675-1,28,47,43,64,67,72,96,91,94,92,0.004590916543695688,0.007706181341203476,0.007050336120675521,0.010493523528447287,0.010985407443843253,0.011805213969503197,0.01574028529267093,0.014920478767010985,0.01541489012791079,0.01508691374221056,3.286253104062222,Circumscribed scleroderma,694,Derm
phecode_088,13,14,11,28,17,24,25,34,39,43,0.002158751245433411,0.002324809033543673,0.0018266356692128861,0.004649618067087346,0.0028229823978744603,0.003985386914646297,0.004151444702756559,0.005645964795748921,0.006476253736300232,0.007141670818800864,3.3082416669860617,Sexually transmitted disease,248,ID
phecode_680,81,122,139,191,203,204,229,245,260,268,0.013421706710853356,0.020218760357971495,0.02303612860457408,0.03165396088829964,0.033642691415313224,0.03380841895923102,0.037951607557176005,0.04060324825986079,0.04308916141862778,0.04441498176997017,3.3091903084169134,Epidermal thickening,1942,Derm
phecode_200-1,119,145,193,252,233,264,296,332,310,394,0.020317568721188322,0.02475670138296056,0.032952023220078536,0.043025439644869386,0.039781458084343524,0.045074270104148884,0.05053781799556087,0.05668430937339935,0.05292812019805361,0.06726993341301007,3.310924369747899,Hypothyroidism,2538,Endo
phecode_513-3,22,23,35,27,30,38,43,46,54,73,0.0036375661375661374,0.0038029100529100527,0.005787037037037037,0.004464285714285714,0.00496031746031746,0.006283068783068783,0.007109788359788359,0.007605820105820105,0.008930047957664958,0.01207210186869522,3.3187305500849407,Duodenal ulcer,391,GI
phecode_148-16,9,13,19,15,22,17,29,22,30,30,0.0014701078079059132,0.002123489055864097,0.0031040679627511846,0.0024505799705930404,0.0035941839568697925,0.0027773239666721125,0.004737787943146545,0.0035941839568697925,0.004901159941186081,0.004901159941186081,3.3338779066601316,Benign neoplasm of choroid,206,Neoplasms
phecode_384,6,7,9,5,9,7,10,13,16,20,9.80392156862745e-4,0.0011439777741461023,0.0014708285667592745,8.171269815329302e-4,0.0014708285667592745,0.0011439777741461023,0.0016342539630658604,0.0021245301519856184,0.0026148063409053767,0.0032685079261317207,3.333878084654355,Anomalies of pupillary function,102,Eye
phecode_171-1,3,10,7,6,12,19,11,9,15,10,4.905968928863451e-4,0.001635322976287817,0.0011447260834014717,9.811937857726902e-4,0.0019623875715453804,0.003107113654946852,0.0017988552739165986,0.0014717906786590352,0.0024533856722276743,0.0016355904481517827,3.3338785301493834,Lymphocytosis (symptomatic),102,Blood
phecode_280-12,37,29,49,57,60,69,81,87,91,124,0.006113681427627231,0.0047918043621943155,0.008096497025776602,0.009418374091209518,0.00991571641051066,0.011403073872087258,0.013386217154189391,0.014377788795240456,0.015038836555941166,0.02049248058172203,3.351905202177884,Alcohol dependence,684,Mental
phecode_247-72,150,196,214,222,227,299,307,364,368,505,0.0252993759487266,0.03305785123966942,0.03609377635351661,0.037443076404115365,0.03828638893573959,0.05043859649122807,0.05178812415654521,0.06140350877192982,0.0620782726045884,0.0851889338731444,3.3672345928924874,Iron deficiency,2852,Metab
phecode_247,191,229,278,327,361,380,419,486,547,659,0.0323509485094851,0.03878726287262873,0.04708672086720867,0.05539556157885821,0.06115534473996273,0.06437404709469761,0.07098085719125868,0.08233101812637642,0.0926647467389463,0.11163815009317296,3.4508462730371368,Disorders of mineral metabolism and mineral deficiencies,3877,Metab
phecode_705,77,111,99,133,142,185,189,214,239,266,0.012807717897538257,0.018463073852295408,0.016467065868263474,0.022122421823020627,0.023619427811044577,0.030771789753825683,0.03143712574850299,0.03560139743803028,0.03976043919480952,0.044252204292131093,3.4551201584973006,Rheumatoid arthritis and other inflammatory polyarthropathies,1655,Musc/Skel
phecode_367-52,24,25,25,22,37,37,31,37,42,83,0.003948017766079948,0.004112518506333278,0.004112518506333278,0.003619016285573285,0.006086527389373252,0.006086527389373252,0.005100361961171438,0.00608752879236591,0.006910167818361303,0.013655807831523528,3.4589023253263136,Iridocyclitis,363,Eye
phecode_440-3,43,49,54,95,86,112,129,137,141,149,0.007063074901445467,0.008048620236530881,0.008869908015768726,0.015604467805519055,0.014126149802890934,0.01839986857236734,0.021192705766387383,0.02250698209298505,0.023164120256283883,0.02447839658288155,3.4656855441065786,Pulmonary embolism,995,Cardio
phecode_386-4,17,10,17,25,22,39,29,35,54,59,0.002785515320334262,0.0016385384237260364,0.002785515320334262,0.004096346059315091,0.00360478453219728,0.006390299852531542,0.004751761428805505,0.005734884483041127,0.008848107488120597,0.009667376699983615,3.4705882352941178,Visual field defects,307,Eye
phecode_168-1,21,30,32,26,40,54,42,67,61,73,0.0034448818897637795,0.004921259842519685,0.005249343832020997,0.00426509186351706,0.006561679790026247,0.008858267716535433,0.006890894175553733,0.010992616899097621,0.010008203445447087,0.011977030352748155,3.4767608109691786,Hypo-coagulability,446,Blood
phecode_239,466,631,729,854,955,1020,1106,1289,1370,1630,0.08894827257110136,0.12044283260164153,0.13914869249856843,0.16300820767322008,0.1822866959343386,0.19469364382515747,0.21110899026531782,0.24603932048100782,0.2615002863141821,0.31118747613592973,3.4985218615367724,Hyperlipidemia,10050,Metab
phecode_007,4,7,5,4,10,18,15,18,12,14,6.533812479581836e-4,0.0011434171839268213,8.167265599477295e-4,6.533812479581836e-4,0.001633453119895459,0.0029402156158118264,0.0024501796798431885,0.0029402156158118264,0.0019601437438745506,0.0022868343678536427,3.5000000000000004,Hemophilus infection,107,ID
phecode_674-1,12,7,13,8,13,10,12,8,18,42,0.001965923984272608,0.0011467889908256881,0.0021297509829619923,0.001310615989515072,0.0021297509829619923,0.00163826998689384,0.001965923984272608,0.001310615989515072,0.002948885976408912,0.006880733944954129,3.5000000000000004,Hypopigmentation,143,Derm
phecode_522-14,6,11,17,9,23,13,17,19,14,21,9.797517962116264e-4,0.0017962116263879817,0.0027759634225996083,0.0014696276943174395,0.0037563285970929282,0.0021231422505307855,0.0027764167891556426,0.003103054058468071,0.002286460885187,0.0034296913277804997,3.5005716152212965,Microscopic colitis*,150,GI
phecode_523-1,4,4,11,10,16,18,16,12,20,14,6.532745386248571e-4,6.533812479581836e-4,0.0017967984318850048,0.001633453119895459,0.0026135249918327343,0.0029402156158118264,0.0026135249918327343,0.0019601437438745506,0.003266906239790918,0.0022868343678536427,3.5005717085919636,Diverticula of small intestine,125,GI
phecode_329-6,8,9,13,13,27,13,29,20,11,28,0.00130718954248366,0.0014705882352941176,0.0021241830065359475,0.0021241830065359475,0.004411764705882353,0.0021241830065359475,0.004738562091503268,0.0032679738562091504,0.0017973856209150326,0.004575911096584409,3.500571988887073,Transient global amnesia,171,Neuro
phecode_703-2,8,9,9,11,12,13,21,25,23,28,0.0013074031704526884,0.0014708285667592745,0.0014710689767898006,0.0017979731938542007,0.001961425302386401,0.0021248774109186006,0.003432494279176201,0.004086302713305002,0.0037593984962406013,0.004576659038901602,3.5005720823798625,Chondrocalcinosis,159,Musc/Skel
phecode_466-1,60,68,77,80,84,90,95,138,157,210,0.010247651579846286,0.01161400512382579,0.013151152860802732,0.013663535439795047,0.014346712211784799,0.015371477369769428,0.016225448334756618,0.023569598633646455,0.026819268875982235,0.0358729074137342,3.5005978817902292,Acute tonsillitis and adenoiditis,1059,Resp
phecode_230-2,121,141,173,205,220,226,276,326,340,424,0.02,0.023305785123966943,0.02859504132231405,0.033884297520661154,0.03636363636363636,0.037355371900826446,0.0456198347107438,0.05388429752066116,0.05619834710743802,0.07008264462809917,3.5041322314049586,Abnormal loss of weight and underweight,2452,Metab
phecode_200-14,100,129,181,198,203,245,265,278,283,351,0.01703867779860283,0.02197989436019765,0.03084000681547112,0.0337365820412336,0.034588515931163744,0.041751874573960464,0.04516019086571234,0.047375596455351054,0.04822767552828903,0.0598159509202454,3.5105981595092026,"Hypothyroidism, not specified as secondary",2233,Endo
phecode_715-1,142,199,228,261,309,361,411,438,459,500,0.02455897613282601,0.03441715669318575,0.03943272224143895,0.045140089934278795,0.053441715669318574,0.062435143548945,0.0710826703562781,0.07575233483223798,0.07938429609131788,0.08647526807333103,3.5211267605633805,Spondylosis,3308,Musc/Skel
phecode_708-11,21,31,45,64,75,70,70,46,57,74,0.0034505422280644103,0.005093657574761748,0.007394019060138022,0.010515938218862965,0.012325390304026294,0.011503697617091208,0.011503697617091208,0.007559572719802793,0.009367296631059984,0.012161051766639277,3.524388621512697,"Primary osteoarthritis of hip, pelvic region and thigh",553,Musc/Skel
phecode_701,11,8,4,10,9,10,18,13,17,39,0.001799738219895288,0.0013089005235602095,6.544502617801048e-4,0.0016361256544502618,0.0014725130890052356,0.0016361256544502618,0.0029450261780104713,0.0021269633507853404,0.002781413612565445,0.006380890052356021,3.5454545454545454,"Osteomyelitis, periostitis, and other infections involving bone",139,Musc/Skel
phecode_363-5,22,32,56,52,55,68,55,72,61,78,0.0036154478225143795,0.005258833196384552,0.009202958093672966,0.008545603944124897,0.009038619556285949,0.011175020542317173,0.009038619556285949,0.011834319526627219,0.010026298487836949,0.01282051282051282,3.546037296037296,Epiphora,551,Eye
phecode_342-4,9,16,15,18,22,26,19,24,23,32,0.0014717906786590352,0.002616516762060507,0.0024529844644317253,0.0029435813573180703,0.0035977105478331973,0.004252535165194635,0.0031076218514883873,0.003925417075564278,0.0037618580307491006,0.005233889434085705,3.5561370988260097,Monoplegia,204,Neuro
phecode_344,7,10,9,9,11,19,14,29,15,25,0.0011437908496732027,0.0016339869281045752,0.0014705882352941176,0.0014705882352941176,0.0017973856209150326,0.0031045751633986926,0.0022879555482922045,0.004739336492890996,0.0024513809445987906,0.004085634907664651,3.5720122335582376,Disorders of the circulation of the cerebrospinal fluid,148,Neuro
phecode_122,14,10,23,20,31,41,37,55,48,50,0.002293953793216451,0.0016385384237260364,0.0037686383745698837,0.003277076847452073,0.005079469113550713,0.006718007537276749,0.006063585709603409,0.00901343821697804,0.007866273352999017,0.00819403474270731,3.5720138596244797,Lymphoma,329,Neoplasms
phecode_627,244,227,258,272,304,370,468,662,751,872,0.10463121783876501,0.09734133790737565,0.11063464837049743,0.11663807890222985,0.13036020583190394,0.15866209262435677,0.2006861063464837,0.283998283998284,0.32217932217932216,0.3740883740883741,3.575303640877411,Menopausal and postmenopausal disorders,4428,Genitourinary
phecode_174,12,15,17,25,17,23,32,37,33,43,0.001961425302386401,0.0024517816279830008,0.002778685845047401,0.004086302713305002,0.002779140101356874,0.003760013078306359,0.005231322543730587,0.006048716691188491,0.005394801373222168,0.0070295896681379765,3.583919132472345,Diseases of spleen,254,Blood
phecode_709-21,77,102,119,151,195,179,197,216,229,276,0.012960781013297425,0.01716882679683555,0.020033670033670032,0.02542087542087542,0.03282828282828283,0.030134680134680136,0.03316498316498317,0.03636363636363636,0.03855218855218855,0.046464646464646465,3.585019021382658,Hallux valgus (Bunion),1741,Musc/Skel
phecode_829,219,240,245,341,363,443,475,548,660,787,0.03759656652360515,0.041201716738197426,0.04206008583690987,0.05854077253218884,0.0623175965665236,0.07605150214592275,0.0815450643776824,0.09407725321888412,0.11332417582417582,0.1351304945054945,3.594224340157559,Nonspecific findings on examination of blood,4321,Signs/Symptoms
phecode_350,185,213,229,266,332,374,433,442,541,667,0.031334688346883466,0.036077235772357726,0.03878726287262873,0.04505420054200542,0.056242588514314754,0.06335761477214975,0.07335253261053702,0.0748771810943588,0.09164831441639844,0.11299339318990344,3.6060161805037296,Other symptoms involving nervous system,3682,Neuro
phecode_602,47,89,109,140,171,158,162,191,188,170,0.01711580480699199,0.03241077931536781,0.039694100509832485,0.05098324836125273,0.06227239621267298,0.05753823743627094,0.05901639344262295,0.06958105646630237,0.06848816029143898,0.061930783242258654,3.6183389528349417,Other disorders of prostate,1425,Genitourinary
phecode_448,63,69,106,87,88,117,146,164,165,230,0.010440835266821345,0.01143520053032814,0.01756711965528671,0.014418296320848525,0.014584023864766324,0.0193901226383825,0.024196221411998675,0.02717931720251906,0.02734504474643686,0.03812365324051053,3.6513987881466754,Peripheral vascular disease,1235,Cardio
phecode_355-2,26,18,30,30,31,46,64,66,64,95,0.004254622811323842,0.0029455081001472753,0.004909180166912126,0.004909180166912126,0.005072819505809197,0.0075274095892652595,0.010474631751227497,0.010801963993453356,0.010474631751227497,0.015548281505728314,3.6544441646732975,Alteration of consciousness,470,Neuro
phecode_443,35,35,39,74,80,95,104,106,102,128,0.005788951372808469,0.005788951372808469,0.006450545815415151,0.01223949718822362,0.013231888852133642,0.015715467328370553,0.017204301075268817,0.01753515301902399,0.01687344913151365,0.021174524400330852,3.657747843554295,Other specified disorders of arteries and arterioles,798,Cardio
phecode_530-3,12,14,9,9,23,26,21,20,17,44,0.001962708537782139,0.002289826627412496,0.0014720314033366045,0.0014720314033366045,0.0037618580307491006,0.004252535165194635,0.0034347399411187437,0.0032711808963035655,0.002780503761858031,0.007196597971867844,3.6666666666666665,Rectal prolapse,195,GI
phecode_679-7,6,8,17,19,37,32,36,45,29,22,9.80872976949485e-4,0.0013078306359326467,0.002779140101356874,0.003106097760340036,0.006048716691188491,0.005231322543730587,0.005885237861696911,0.007356547327121138,0.004740886055255845,0.0035965342488147784,3.6666666666666665,"Abnormal granulation tissue, NOS",251,Derm
phecode_325-23,15,8,13,27,25,33,30,35,59,55,0.0024529844644317253,0.0013082583810302534,0.002125919869174162,0.004415372035977106,0.004088976120379457,0.005397448478900883,0.004906771344455349,0.00572456656853124,0.009649983644095519,0.008995747464834806,3.6672663831643226,Unsteadiness on feet*,300,Neuro
phecode_554-1,15,14,34,27,37,36,37,40,43,55,0.0024574049803407602,0.0022935779816513763,0.005570117955439056,0.0044240537440602985,0.006062592167786335,0.005898738325413731,0.006062592167786335,0.006554153694904146,0.0070457152220219565,0.0090119613304932,3.6672674640886993,Pancreatitis,338,GI
phecode_363-2,97,160,178,241,264,349,322,377,359,357,0.016169361560260043,0.026671111851975328,0.029671611935322553,0.04017336222703784,0.044007334555759295,0.058176362727121185,0.05368456152050684,0.06285428476158719,0.059853284428142715,0.05951983994664888,3.6810259777314087,Dry eye syndrome [Tear film insufficiency],2704,Eye
phecode_290,109,133,154,168,192,208,240,299,328,402,0.018712446351931332,0.022832618025751074,0.026437768240343346,0.028841201716738197,0.03296137339055794,0.035708154506437766,0.04120879120879121,0.05133928571428571,0.05631868131868132,0.06902472527472528,3.688706648855731,"Reaction to severe stress, and adjustment disorders",2233,Mental
phecode_529-5,238,294,372,469,512,570,621,744,774,890,0.040683760683760686,0.050256410256410255,0.06358974358974359,0.08018464694819627,0.08753633099675158,0.09745255599247735,0.1061719952128569,0.12720123097965463,0.13233031287399555,0.15216276286544708,3.7401351376590983,Constipation,5484,GI
phecode_009,12,5,12,19,15,24,28,23,48,45,0.001960463976474432,8.168599901976801e-4,0.001960463976474432,0.0031040679627511846,0.0024505799705930404,0.003920927952948864,0.004574415945107008,0.0037575559549093284,0.007841855905897728,0.007351739911779121,3.7500000000000004,Pseudomonas,231,ID
